TIPO_DENUNCIA;NIVEL_EDUCATIVO;EST_CIVIL;MODALIDAD;SEXO;EDAD;MES;FISICA;PSICOLOGICA;FISICA_PSICOLOGICA
ACTA DE INTERVENCION;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA Y PSICOLOGICA;F;17;MARZO;0;0;1
DENUNCIA;PRIMARIA;SOLTERO(A);VIOLENCIA PSICOLOGICA;M;65;MARZO;0;1;0
ACTA DE INTERVENCION;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA Y PSICOLOGICA;M;28;MARZO;0;0;1
DENUNCIA;PRIMARIA;SOLTERO(A);VIOLENCIA FISICA Y PSICOLOGICA;M;34;MARZO;0;0;1
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA Y PSICOLOGICA;M;16;MARZO;0;0;1
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA Y PSICOLOGICA;F;16;MARZO;0;0;1
ACTA DE DENUNCIA VERBAL;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA Y PSICOLOGICA;F;17;MARZO;0;0;1
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA Y PSICOLOGICA;M;17;MARZO;0;0;1
ACTA DE DENUNCIA VERBAL;SECUNDARIA;CONVIVIENTE;VIOLENCIA FISICA Y PSICOLOGICA;F;18;MARZO;0;0;1
ACTA DE DENUNCIA VERBAL;SECUNDARIA;CONVIVIENTE;VIOLENCIA PSICOLOGICA;F;53;MARZO;0;1;0
ACTA DE DENUNCIA VERBAL;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA Y PSICOLOGICA;M;16;MARZO;0;0;1
ACTA DE INTERVENCION;SUPERIOR;SOLTERO(A);VIOLENCIA FISICA Y PSICOLOGICA;F;24;MARZO;0;0;1
ACTA DE INTERVENCION;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA Y PSICOLOGICA;F;17;MARZO;0;0;1
DENUNCIA;SUPERIOR;CASADO(A);VIOLENCIA PSICOLOGICA;M;71;MARZO;0;1;0
ACTA DE DENUNCIA VERBAL;SECUNDARIA;CASADO(A);VIOLENCIA PSICOLOGICA;M;48;MARZO;0;1;0
ACTA DE DENUNCIA VERBAL;SECUNDARIA;SOLTERO(A);VIOLENCIA PSICOLOGICA;M;16;MARZO;0;1;0
DENUNCIA;SECUNDARIA;CONVIVIENTE;VIOLENCIA FISICA Y PSICOLOGICA;M;64;MARZO;0;0;1
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA PSICOLOGICA;F;16;MARZO;0;1;0
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA PSICOLOGICA;F;16;MARZO;0;1;0
ACTA DE DENUNCIA VERBAL;SUPERIOR;CONVIVIENTE;VIOLENCIA FISICA Y PSICOLOGICA;M;43;MARZO;0;0;1
DENUNCIA;PRIMARIA;CONVIVIENTE;VIOLENCIA FISICA Y PSICOLOGICA;M;47;MARZO;0;0;1
ACTA DE DENUNCIA VERBAL;SECUNDARIA;CASADO(A);VIOLENCIA FISICA Y PSICOLOGICA;M;48;MARZO;0;0;1
ACTA DE DENUNCIA VERBAL;SECUNDARIA;SOLTERO(A);VIOLENCIA PSICOLOGICA;M;16;MARZO;0;1;0
DENUNCIA;SUPERIOR;SOLTERO(A);VIOLENCIA PSICOLOGICA;F;45;MARZO;0;1;0
ACTA DE INTERVENCION;SECUNDARIA;CONVIVIENTE;VIOLENCIA FISICA Y PSICOLOGICA;F;20;MARZO;0;0;1
ACTA DE DENUNCIA VERBAL;SUPERIOR;SOLTERO(A);VIOLENCIA PSICOLOGICA;M;36;MARZO;0;1;0
ACTA DE DENUNCIA VERBAL;SECUNDARIA;SOLTERO(A);VIOLENCIA PSICOLOGICA;F;16;MARZO;0;1;0
ACTA DE DENUNCIA VERBAL;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA Y PSICOLOGICA;M;25;MARZO;0;0;1
ACTA DE INTERVENCION;SECUNDARIA;SOLTERO(A);VIOLENCIA PSICOLOGICA;M;16;MARZO;0;1;0
ACTA DE DENUNCIA VERBAL;PRIMARIA;SOLTERO(A);VIOLENCIA FISICA Y PSICOLOGICA;F;33;MARZO;0;0;1
ACTA DE DENUNCIA VERBAL;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA Y PSICOLOGICA;F;16;MARZO;0;0;1
ACTA DE DENUNCIA VERBAL;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA Y PSICOLOGICA;F;17;MARZO;0;0;1
ACTA DE INTERVENCION;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA Y PSICOLOGICA;M;16;MARZO;0;0;1
ACTA DE DENUNCIA VERBAL;SECUNDARIA;SOLTERO(A);VIOLENCIA PSICOLOGICA;M;16;MARZO;0;1;0
ACTA DE DENUNCIA VERBAL;SECUNDARIA;SOLTERO(A);VIOLENCIA PSICOLOGICA;F;16;MARZO;0;1;0
ACTA DE DENUNCIA VERBAL;SUPERIOR;SOLTERO(A);VIOLENCIA PSICOLOGICA;F;40;MARZO;0;1;0
ACTA DE INTERVENCION;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA Y PSICOLOGICA;M;16;MARZO;0;0;1
DENUNCIA;SECUNDARIA;CONVIVIENTE;VIOLENCIA PSICOLOGICA;F;25;MARZO;0;1;0
ACTA DE INTERVENCION;SECUNDARIA;CONVIVIENTE;VIOLENCIA PSICOLOGICA;F;30;MARZO;0;1;0
ACTA DE INTERVENCION;SECUNDARIA;CASADO(A);VIOLENCIA PSICOLOGICA;F;54;MARZO;0;1;0
DENUNCIA;SUPERIOR;SOLTERO(A);VIOLENCIA PSICOLOGICA;M;53;MARZO;0;1;0
ACTA DE INTERVENCION;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA Y PSICOLOGICA;M;18;MARZO;0;0;1
ACTA DE INTERVENCION;PRIMARIA;SOLTERO(A);VIOLENCIA FISICA Y PSICOLOGICA;F;16;MARZO;0;0;1
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA Y PSICOLOGICA;F;38;MARZO;0;0;1
DENUNCIA;SUPERIOR;SOLTERO(A);VIOLENCIA FISICA Y PSICOLOGICA;M;45;MARZO;0;0;1
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA PSICOLOGICA;M;19;MARZO;0;1;0
ACTA DE INTERVENCION;SECUNDARIA;SOLTERO(A);VIOLENCIA PSICOLOGICA;F;17;MARZO;0;1;0
DENUNCIA;PRIMARIA;SOLTERO(A);VIOLENCIA PSICOLOGICA;M;49;MARZO;0;1;0
ACTA DE DENUNCIA VERBAL;SUPERIOR;CASADO(A);VIOLENCIA PSICOLOGICA;M;51;MARZO;0;1;0
ACTA DE DENUNCIA VERBAL;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA Y PSICOLOGICA;F;17;MARZO;0;0;1
ACTA DE DENUNCIA VERBAL;SECUNDARIA;SOLTERO(A);VIOLENCIA PSICOLOGICA;M;16;MARZO;0;1;0
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA PSICOLOGICA;M;18;MARZO;0;1;0
ACTA DE DENUNCIA VERBAL;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA Y PSICOLOGICA;F;41;MARZO;0;0;1
ACTA DE DENUNCIA VERBAL;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA Y PSICOLOGICA;M;16;MARZO;0;0;1
ACTA DE DENUNCIA VERBAL;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA Y PSICOLOGICA;M;22;MARZO;0;0;1
ACTA DE INTERVENCION;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA Y PSICOLOGICA;F;17;MARZO;0;0;1
DENUNCIA;SECUNDARIA;NO INDICA;VIOLENCIA FISICA Y PSICOLOGICA;M;17;MARZO;0;0;1
ACTA DE DENUNCIA VERBAL;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA Y PSICOLOGICA;F;17;MARZO;0;0;1
DENUNCIA;TECNICA;SOLTERO(A);VIOLENCIA PSICOLOGICA;M;39;MARZO;0;1;0
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA PSICOLOGICA;M;23;MARZO;0;1;0
ACTA DE INTERVENCION;SECUNDARIA;CONVIVIENTE;VIOLENCIA FISICA;M;29;MARZO;1;0;0
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA Y PSICOLOGICA;F;16;MARZO;0;0;1
ACTA DE INTERVENCION;SECUNDARIA;CASADO(A);VIOLENCIA PSICOLOGICA;M;31;MARZO;0;1;0
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA Y PSICOLOGICA;F;17;MARZO;0;0;1
ACTA DE INTERVENCION;TECNICA;CONVIVIENTE;VIOLENCIA FISICA Y PSICOLOGICA;F;29;MARZO;0;0;1
DENUNCIA;SUPERIOR;CONVIVIENTE;VIOLENCIA PSICOLOGICA;M;35;MARZO;0;1;0
DENUNCIA;SIN INSTRUCCION;SOLTERO(A);VIOLENCIA FISICA Y PSICOLOGICA;M;40;MARZO;0;0;1
DENUNCIA;SECUNDARIA;CONVIVIENTE;VIOLENCIA PSICOLOGICA;M;49;MARZO;0;1;0
ACTA DE DENUNCIA VERBAL;SECUNDARIA;CONVIVIENTE;VIOLENCIA PSICOLOGICA;F;37;MARZO;0;1;0
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA PSICOLOGICA;F;16;MARZO;0;1;0
DENUNCIA;SECUNDARIA;CONVIVIENTE;VIOLENCIA FISICA Y PSICOLOGICA;M;36;MARZO;0;0;1
OCURRENCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA Y PSICOLOGICA;F;17;MARZO;0;0;1
OCURRENCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA Y PSICOLOGICA;F;17;MARZO;0;0;1
ACTA DE INTERVENCION;SIN INSTRUCCION;CONVIVIENTE;VIOLENCIA FISICA Y PSICOLOGICA;F;17;MARZO;0;0;1
DENUNCIA;SECUNDARIA;NO INDICA;VIOLENCIA FISICA Y PSICOLOGICA;F;24;MARZO;0;0;1
ACTA DE INTERVENCION;PRIMARIA;SOLTERO(A);VIOLENCIA FISICA Y PSICOLOGICA;F;16;MARZO;0;0;1
DENUNCIA;SUPERIOR;SOLTERO(A);VIOLENCIA FISICA Y PSICOLOGICA;M;17;MARZO;0;0;1
DENUNCIA;TECNICA;SOLTERO(A);VIOLENCIA PSICOLOGICA;M;41;MARZO;0;1;0
ACTA DE INTERVENCION;PRIMARIA;CONVIVIENTE;VIOLENCIA PSICOLOGICA;F;17;MARZO;0;1;0
DENUNCIA;SECUNDARIA;CONVIVIENTE;VIOLENCIA PSICOLOGICA;M;47;MARZO;0;1;0
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA;M;16;MARZO;1;0;0
ACTA DE DENUNCIA VERBAL;PRIMARIA;CONVIVIENTE;VIOLENCIA PSICOLOGICA;M;26;MARZO;0;1;0
DENUNCIA;SECUNDARIA;CONVIVIENTE;VIOLENCIA PSICOLOGICA;M;25;MARZO;0;1;0
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA PSICOLOGICA;F;23;MARZO;0;1;0
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA PSICOLOGICA;F;19;MARZO;0;1;0
DENUNCIA;SECUNDARIA;CONVIVIENTE;VIOLENCIA PSICOLOGICA;M;17;MARZO;0;1;0
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA;M;16;MARZO;1;0;0
ACTA DE INTERVENCION;SUPERIOR;CASADO(A);VIOLENCIA FISICA Y PSICOLOGICA;M;37;MARZO;0;0;1
DENUNCIA;SUPERIOR;CASADO(A);VIOLENCIA PSICOLOGICA;M;37;MARZO;0;1;0
DENUNCIA;TECNICA;SOLTERO(A);VIOLENCIA PSICOLOGICA;M;27;MARZO;0;1;0
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA PSICOLOGICA;M;34;MARZO;0;1;0
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA PSICOLOGICA;F;16;MARZO;0;1;0
DENUNCIA;SECUNDARIA;CONVIVIENTE;VIOLENCIA PSICOLOGICA;F;54;MARZO;0;1;0
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA PSICOLOGICA;F;16;MARZO;0;1;0
DENUNCIA;SUPERIOR;CASADO(A);VIOLENCIA PSICOLOGICA;M;53;MARZO;0;1;0
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA;M;16;MARZO;1;0;0
DENUNCIA;SUPERIOR;CASADO(A);VIOLENCIA FISICA;M;28;MARZO;1;0;0
DENUNCIA;SECUNDARIA;CASADO(A);VIOLENCIA FISICA Y PSICOLOGICA;M;66;MARZO;0;0;1
DENUNCIA;SUPERIOR;CONVIVIENTE;VIOLENCIA FISICA Y PSICOLOGICA;M;28;MARZO;0;0;1
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA Y PSICOLOGICA;M;51;MARZO;0;0;1
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA PSICOLOGICA;F;17;MARZO;0;1;0
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA PSICOLOGICA;F;16;MARZO;0;1;0
DENUNCIA;SUPERIOR;CASADO(A);VIOLENCIA PSICOLOGICA;M;28;MARZO;0;1;0
DENUNCIA;SECUNDARIA;CASADO(A);VIOLENCIA FISICA Y PSICOLOGICA;M;47;MARZO;0;0;1
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA Y PSICOLOGICA;M;17;MARZO;0;0;1
DENUNCIA;SUPERIOR;SOLTERO(A);VIOLENCIA PSICOLOGICA;M;23;MARZO;0;1;0
DENUNCIA;SUPERIOR;CONVIVIENTE;VIOLENCIA PSICOLOGICA;M;31;MARZO;0;1;0
DENUNCIA;SUPERIOR;CASADO(A);VIOLENCIA PSICOLOGICA;M;29;MARZO;0;1;0
OCURRENCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA Y PSICOLOGICA;F;29;MARZO;0;0;1
DENUNCIA;SECUNDARIA;CASADO(A);VIOLENCIA FISICA Y PSICOLOGICA;F;43;MARZO;0;0;1
DENUNCIA;SUPERIOR;CASADO(A);VIOLENCIA PSICOLOGICA;F;37;MARZO;0;1;0
DENUNCIA;SUPERIOR;CASADO(A);VIOLENCIA FISICA;M;37;MARZO;1;0;0
OCURRENCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA;M;42;MARZO;1;0;0
OCURRENCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA Y PSICOLOGICA;F;20;MARZO;0;0;1
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA PSICOLOGICA;M;36;MARZO;0;1;0
DENUNCIA;SECUNDARIA;CONVIVIENTE;VIOLENCIA PSICOLOGICA;F;37;MARZO;0;1;0
DENUNCIA;TECNICA;SOLTERO(A);VIOLENCIA PSICOLOGICA;F;29;MARZO;0;1;0
DENUNCIA;SECUNDARIA;CONVIVIENTE;VIOLENCIA FISICA Y PSICOLOGICA;M;32;MARZO;0;0;1
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA PSICOLOGICA;M;33;MARZO;0;1;0
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA PSICOLOGICA;F;16;MARZO;0;1;0
DENUNCIA;PRIMARIA;SOLTERO(A);VIOLENCIA FISICA Y PSICOLOGICA;M;18;MARZO;0;0;1
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA PSICOLOGICA;M;23;MARZO;0;1;0
DENUNCIA;TECNICA;CASADO(A);VIOLENCIA FISICA Y PSICOLOGICA;M;25;MARZO;0;0;1
DENUNCIA;SECUNDARIA;CONVIVIENTE;VIOLENCIA FISICA Y PSICOLOGICA;M;38;MARZO;0;0;1
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA;M;26;MARZO;1;0;0
DENUNCIA;SECUNDARIA;CASADO(A);VIOLENCIA PSICOLOGICA;M;32;MARZO;0;1;0
ACTA DE INTERVENCION;SECUNDARIA;CONVIVIENTE;VIOLENCIA FISICA;F;22;MARZO;1;0;0
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA PSICOLOGICA;F;16;MARZO;0;1;0
OCURRENCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA PSICOLOGICA;F;16;MARZO;0;1;0
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA PSICOLOGICA;M;42;MARZO;0;1;0
OCURRENCIA;SECUNDARIA;CONVIVIENTE;VIOLENCIA FISICA;M;33;MARZO;1;0;0
DENUNCIA;TECNICA;SOLTERO(A);VIOLENCIA PSICOLOGICA;M;35;MARZO;0;1;0
ACTA DE INTERVENCION;SECUNDARIA;CASADO(A);VIOLENCIA FISICA Y PSICOLOGICA;F;35;MARZO;0;0;1
ACTA DE DENUNCIA VERBAL;SUPERIOR;SOLTERO(A);VIOLENCIA PSICOLOGICA;M;33;MARZO;0;1;0
DENUNCIA;SUPERIOR;CASADO(A);VIOLENCIA PSICOLOGICA;M;44;MARZO;0;1;0
ACTA DE INTERVENCION;SUPERIOR;SOLTERO(A);VIOLENCIA PSICOLOGICA;M;33;MARZO;0;1;0
ACTA DE INTERVENCION;PRIMARIA;CONVIVIENTE;VIOLENCIA FISICA Y PSICOLOGICA;F;19;MARZO;0;0;1
ACTA DE INTERVENCION;SUPERIOR;CASADO(A);VIOLENCIA PSICOLOGICA;F;38;MARZO;0;1;0
ACTA DE DENUNCIA VERBAL;SECUNDARIA;SOLTERO(A);VIOLENCIA PSICOLOGICA;M;44;MARZO;0;1;0
DENUNCIA;SECUNDARIA;CONVIVIENTE;VIOLENCIA FISICA Y PSICOLOGICA;M;49;MARZO;0;0;1
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA Y PSICOLOGICA;F;16;MARZO;0;0;1
ACTA DE DENUNCIA VERBAL;SECUNDARIA;SOLTERO(A);VIOLENCIA PSICOLOGICA;M;53;MARZO;0;1;0
DENUNCIA;SUPERIOR;CONVIVIENTE;VIOLENCIA PSICOLOGICA;F;36;MARZO;0;1;0
ACTA DE INTERVENCION;SECUNDARIA;SOLTERO(A);VIOLENCIA PSICOLOGICA;M;17;MARZO;0;1;0
ACTA DE DENUNCIA VERBAL;SUPERIOR;SOLTERO(A);VIOLENCIA FISICA Y PSICOLOGICA;M;39;MARZO;0;0;1
ACTA DE INTERVENCION;SECUNDARIA;SOLTERO(A);VIOLENCIA PSICOLOGICA;F;16;MARZO;0;1;0
ACTA DE DENUNCIA VERBAL;SECUNDARIA;SOLTERO(A);VIOLENCIA PSICOLOGICA;F;16;MARZO;0;1;0
ACTA DE DENUNCIA VERBAL;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA Y PSICOLOGICA;M;17;MARZO;0;0;1
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA Y PSICOLOGICA;M;16;MARZO;0;0;1
DENUNCIA;SUPERIOR;SOLTERO(A);VIOLENCIA FISICA Y PSICOLOGICA;F;17;MARZO;0;0;1
ACTA DE DENUNCIA VERBAL;SUPERIOR;SOLTERO(A);VIOLENCIA FISICA Y PSICOLOGICA;F;17;MARZO;0;0;1
ACTA DE DENUNCIA VERBAL;SUPERIOR;SOLTERO(A);VIOLENCIA FISICA Y PSICOLOGICA;M;36;MARZO;0;0;1
ACTA DE DENUNCIA VERBAL;SIN INSTRUCCION;SOLTERO(A);VIOLENCIA FISICA Y PSICOLOGICA;F;16;MARZO;0;0;1
ACTA DE INTERVENCION;SUPERIOR;CASADO(A);VIOLENCIA FISICA Y PSICOLOGICA;M;30;MARZO;0;0;1
ACTA DE INTERVENCION;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA Y PSICOLOGICA;F;16;MARZO;0;0;1
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA Y PSICOLOGICA;M;18;MARZO;0;0;1
ACTA DE DENUNCIA VERBAL;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA Y PSICOLOGICA;M;16;MARZO;0;0;1
ACTA DE DENUNCIA VERBAL;TECNICA;SOLTERO(A);VIOLENCIA PSICOLOGICA;M;30;MARZO;0;1;0
ACTA DE DENUNCIA VERBAL;SECUNDARIA;CONVIVIENTE;VIOLENCIA PSICOLOGICA;M;27;MARZO;0;1;0
DENUNCIA;SECUNDARIA;CONVIVIENTE;VIOLENCIA PSICOLOGICA;M;22;MARZO;0;1;0
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA PSICOLOGICA;F;16;MARZO;0;1;0
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA Y PSICOLOGICA;M;17;MARZO;0;0;1
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA Y PSICOLOGICA;M;36;MARZO;0;0;1
DENUNCIA;SUPERIOR;CONVIVIENTE;VIOLENCIA FISICA Y PSICOLOGICA;F;18;MARZO;0;0;1
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA PSICOLOGICA;M;17;MARZO;0;1;0
DENUNCIA;PRIMARIA;SOLTERO(A);VIOLENCIA FISICA Y PSICOLOGICA;M;18;MARZO;0;0;1
ACTA DE INTERVENCION;SUPERIOR;CONVIVIENTE;VIOLENCIA FISICA Y PSICOLOGICA;F;26;MARZO;0;0;1
OCURRENCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA PSICOLOGICA;F;17;MARZO;0;1;0
OCURRENCIA;SUPERIOR;SOLTERO(A);VIOLENCIA PSICOLOGICA;M;39;MARZO;0;1;0
DENUNCIA;SECUNDARIA;CASADO(A);VIOLENCIA FISICA;M;48;MARZO;1;0;0
DENUNCIA;SECUNDARIA;CASADO(A);VIOLENCIA FISICA;M;48;MARZO;1;0;0
DENUNCIA;SECUNDARIA;CONVIVIENTE;VIOLENCIA FISICA;F;25;MARZO;1;0;0
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA Y PSICOLOGICA;M;17;MARZO;0;0;1
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA PSICOLOGICA;M;16;MARZO;0;1;0
DENUNCIA;PRIMARIA;SOLTERO(A);VIOLENCIA FISICA Y PSICOLOGICA;M;30;MARZO;0;0;1
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA Y PSICOLOGICA;M;17;MARZO;0;0;1
DENUNCIA;SIN INSTRUCCION;CASADO(A);VIOLENCIA PSICOLOGICA;M;65;MARZO;0;1;0
ACTA DE DENUNCIA VERBAL;SUPERIOR;CASADO(A);VIOLENCIA PSICOLOGICA;M;46;MARZO;0;1;0
DENUNCIA;SUPERIOR;SOLTERO(A);VIOLENCIA PSICOLOGICA;F;54;MARZO;0;1;0
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA PSICOLOGICA;F;17;MARZO;0;1;0
DENUNCIA;SUPERIOR;SOLTERO(A);VIOLENCIA FISICA Y PSICOLOGICA;M;42;MARZO;0;0;1
DENUNCIA;SECUNDARIA;CASADO(A);VIOLENCIA PSICOLOGICA;F;19;MARZO;0;1;0
ACTA DE INTERVENCION;SECUNDARIA;SOLTERO(A);VIOLENCIA PSICOLOGICA;M;25;MARZO;0;1;0
ACTA DE DENUNCIA VERBAL;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA;M;25;MARZO;1;0;0
ACTA DE DENUNCIA VERBAL;SECUNDARIA;NO INDICA;VIOLENCIA FISICA Y PSICOLOGICA;M;17;MARZO;0;0;1
ACTA DE DENUNCIA VERBAL;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA Y PSICOLOGICA;F;17;MARZO;0;0;1
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA PSICOLOGICA;M;35;MARZO;0;1;0
DENUNCIA;SUPERIOR;CONVIVIENTE;VIOLENCIA FISICA Y PSICOLOGICA;M;31;MARZO;0;0;1
DENUNCIA;SUPERIOR;CONVIVIENTE;VIOLENCIA FISICA Y PSICOLOGICA;M;31;MARZO;0;0;1
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA;F;16;MARZO;1;0;0
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA Y PSICOLOGICA;F;17;MARZO;0;0;1
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA PSICOLOGICA;M;16;MARZO;0;1;0
ACTA DE DENUNCIA VERBAL;SECUNDARIA;SOLTERO(A);VIOLENCIA PSICOLOGICA;F;16;MARZO;0;1;0
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA Y PSICOLOGICA;M;30;MARZO;0;0;1
DENUNCIA;SECUNDARIA;CONVIVIENTE;VIOLENCIA FISICA Y PSICOLOGICA;M;43;MARZO;0;0;1
ACTA DE DENUNCIA VERBAL;PRIMARIA;SOLTERO(A);VIOLENCIA FISICA Y PSICOLOGICA;F;46;MARZO;0;0;1
DENUNCIA;PRIMARIA;CONVIVIENTE;VIOLENCIA PSICOLOGICA;M;40;MARZO;0;1;0
DENUNCIA;PRIMARIA;CONVIVIENTE;VIOLENCIA PSICOLOGICA;M;40;MARZO;0;1;0
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA Y PSICOLOGICA;M;16;MARZO;0;0;1
OCURRENCIA;SECUNDARIA;CONVIVIENTE;VIOLENCIA FISICA Y PSICOLOGICA;F;17;MARZO;0;0;1
ACTA DE INTERVENCION;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA Y PSICOLOGICA;F;20;MARZO;0;0;1
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA Y PSICOLOGICA;F;16;MARZO;0;0;1
ACTA DE DENUNCIA VERBAL;SECUNDARIA;CONVIVIENTE;VIOLENCIA FISICA Y PSICOLOGICA;M;40;MARZO;0;0;1
DENUNCIA;PRIMARIA;SOLTERO(A);VIOLENCIA FISICA Y PSICOLOGICA;F;18;MARZO;0;0;1
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA PSICOLOGICA;F;16;MARZO;0;1;0
ACTA DE INTERVENCION;SECUNDARIA;CONVIVIENTE;VIOLENCIA FISICA Y PSICOLOGICA;F;16;MARZO;0;0;1
DENUNCIA;PRIMARIA;CASADO(A);VIOLENCIA FISICA Y PSICOLOGICA;M;78;MARZO;0;0;1
ACTA DE INTERVENCION;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA;F;17;MARZO;1;0;0
ACTA DE DENUNCIA VERBAL;SUPERIOR;CONVIVIENTE;VIOLENCIA PSICOLOGICA;M;36;MARZO;0;1;0
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA;M;16;MARZO;1;0;0
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA FISICA Y PSICOLOGICA;F;16;MARZO;0;0;1
ACTA DE DENUNCIA VERBAL;SUPERIOR;SOLTERO(A);VIOLENCIA PSICOLOGICA;M;34;MARZO;0;1;0
DENUNCIA;SECUNDARIA;SOLTERO(A);VIOLENCIA PSICOLOGICA;F;42;MARZO;0;1;0
ACTA DE INTERVENCION;SECUNDARIA;SOLTERO(A);VIOLENCIA PSICOLOGICA;M;21;MARZO;0;1;0
DENUNCIA;PRIMARIA;SOLTERO(A);VIOLENCIA PSICOLOGICA;M;25;MARZO;0;1;0
ACTA DE INTERVENCION;SECUNDARIA;CONVIVIENTE;VIOLENCIA FISICA;M;20;MARZO;1;0;0
